Date,Open,High,Low,Close,Volume,Turnover,P/E,P/B,Div Yield
2003-01-01,0.0,0.0,0.0,1000.0,,,14.04,2.14,2.73
2003-01-02,0.0,0.0,0.0,1008.03,,,14.15,2.16,2.71
2003-01-03,0.0,0.0,0.0,1004.49,,,14.1,2.15,2.72
2003-01-06,0.0,0.0,0.0,999.85,,,14.04,2.14,2.73
2003-01-07,0.0,0.0,0.0,997.81,,,14.01,2.14,2.74
2003-01-08,0.0,0.0,0.0,1005.31,,,14.11,2.15,2.72
2003-01-09,0.0,0.0,0.0,1013.33,,,14.22,2.17,2.7
2003-01-10,0.0,0.0,0.0,998.61,,,14.02,2.14,2.74
2003-01-13,0.0,0.0,0.0,993.25,,,13.94,2.13,2.75
2003-01-14,0.0,0.0,0.0,997.95,,,14.01,2.14,2.74
2003-01-15,0.0,0.0,0.0,1003.67,,,14.09,2.15,2.72
2003-01-16,0.0,0.0,0.0,1006.77,,,14.13,2.15,2.71
2003-01-17,0.0,0.0,0.0,1005.35,,,14.11,2.15,2.72
2003-01-20,0.0,0.0,0.0,996.65,,,13.99,2.13,2.74
2003-01-21,0.0,0.0,0.0,998.93,,,14.02,2.14,2.73
2003-01-22,0.0,0.0,0.0,1002.35,,,14.07,2.14,2.73
2003-01-23,0.0,0.0,0.0,991.66,,,13.92,2.12,2.75
2003-01-24,0.0,0.0,0.0,977.08,,,13.72,2.09,2.8
2003-01-27,0.0,0.0,0.0,959.04,,,13.46,2.05,2.85
2003-01-28,0.0,0.0,0.0,967.5,,,13.58,2.07,2.82
2003-01-29,0.0,0.0,0.0,960.29,,,13.48,2.05,2.84
2003-01-30,0.0,0.0,0.0,957.81,,,13.45,2.05,2.85
2003-01-31,0.0,0.0,0.0,963.55,,,13.53,2.06,2.83
2003-02-03,0.0,0.0,0.0,976.04,,,13.7,2.09,2.8
2003-02-04,0.0,0.0,0.0,975.5,,,13.69,2.09,2.8
2003-02-05,0.0,0.0,0.0,968.92,,,13.6,2.07,2.82
2003-02-06,0.0,0.0,0.0,983.24,,,13.8,2.1,2.78
2003-02-07,0.0,0.0,0.0,977.81,,,13.73,2.09,2.79
2003-02-10,0.0,0.0,0.0,968.65,,,13.6,2.07,2.82
2003-02-11,0.0,0.0,0.0,967.91,,,13.59,2.07,2.82
2003-02-12,0.0,0.0,0.0,964.5,,,13.54,2.06,2.83
2003-02-14,0.0,0.0,0.0,955.96,,,13.42,2.05,2.86
2003-02-17,0.0,0.0,0.0,977.23,,,13.72,2.09,2.8
2003-02-18,0.0,0.0,0.0,978.53,,,13.74,2.09,2.79
2003-02-19,0.0,0.0,0.0,984.12,,,13.82,2.11,2.78
2003-02-20,0.0,0.0,0.0,985.35,,,13.83,2.11,2.77
2003-02-21,0.0,0.0,0.0,985.39,,,13.83,2.11,2.77
2003-02-24,0.0,0.0,0.0,989.11,,,13.89,2.12,2.76
2003-02-25,0.0,0.0,0.0,975.53,,,13.7,2.09,2.8
2003-02-26,0.0,0.0,0.0,969.63,,,13.61,2.08,2.82
2003-02-27,0.0,0.0,0.0,973.72,,,13.67,2.08,2.81
2003-02-28,0.0,0.0,0.0,982.26,,,13.79,2.1,2.78
2003-03-03,0.0,0.0,0.0,978.59,,,13.74,2.09,2.79
2003-03-04,0.0,0.0,0.0,967.64,,,13.58,2.07,2.82
2003-03-05,0.0,0.0,0.0,962.17,,,13.51,2.06,2.84
2003-03-06,0.0,0.0,0.0,953.68,,,13.39,2.04,2.86
2003-03-07,0.0,0.0,0.0,940.15,,,13.2,2.01,2.9
2003-03-10,0.0,0.0,0.0,929.62,,,13.05,1.99,2.94
2003-03-11,0.0,0.0,0.0,936.82,,,13.16,2.01,2.91
2003-03-12,0.0,0.0,0.0,925.57,,,13.0,1.98,2.95
2003-03-13,0.0,0.0,0.0,923.54,,,12.97,1.98,2.96
2003-03-17,0.0,0.0,0.0,917.41,,,12.88,1.96,2.98
2003-03-19,0.0,0.0,0.0,926.72,,,14.19,2.0,2.9
2003-03-20,0.0,0.0,0.0,945.8,,,14.48,2.04,2.84
2003-03-21,0.0,0.0,0.0,950.95,,,14.56,2.05,2.83
2003-03-22,0.0,0.0,0.0,957.54,,,14.66,2.06,2.81
2003-03-24,0.0,0.0,0.0,936.1,,,14.33,2.02,2.87
2003-03-25,0.0,0.0,0.0,933.76,,,14.3,2.01,2.88
2003-03-26,0.0,0.0,0.0,935.77,,,14.33,2.02,2.87
2003-03-27,0.0,0.0,0.0,926.25,,,14.18,2.0,2.9
2003-03-28,0.0,0.0,0.0,923.84,,,14.15,1.99,2.91
2003-03-31,0.0,0.0,0.0,902.42,,,10.81,1.77,3.03
2003-04-01,0.0,0.0,0.0,908.29,,,10.68,1.73,3.0
2003-04-02,0.0,0.0,0.0,922.88,,,10.83,1.75,2.95
2003-04-03,0.0,0.0,0.0,932.4,,,10.95,1.77,2.92
2003-04-04,0.0,0.0,0.0,940.9,,,11.05,1.79,2.9
2003-04-07,0.0,0.0,0.0,954.59,,,11.12,1.82,2.86
2003-04-08,0.0,0.0,0.0,943.4,,,10.99,1.8,2.89
2003-04-09,0.0,0.0,0.0,931.35,,,10.85,1.78,2.93
2003-04-10,0.0,0.0,0.0,893.81,,,10.41,1.71,3.05
2003-04-11,0.0,0.0,0.0,883.91,,,10.3,1.69,3.09
2003-04-15,0.0,0.0,0.0,885.08,,,10.31,1.69,3.08
2003-04-16,0.0,0.0,0.0,891.51,,,10.39,1.7,3.06
2003-04-17,0.0,0.0,0.0,876.31,,,10.21,1.68,3.11
2003-04-21,0.0,0.0,0.0,882.74,,,10.28,1.69,3.09
2003-04-22,0.0,0.0,0.0,879.56,,,10.25,1.68,3.1
2003-04-23,0.0,0.0,0.0,870.59,,,10.14,1.66,3.13
2003-04-24,0.0,0.0,0.0,867.14,,,10.1,1.66,3.14
2003-04-25,0.0,0.0,0.0,863.15,,,10.06,1.65,3.16
2003-04-28,0.0,0.0,0.0,869.41,,,10.13,1.66,3.14
2003-04-29,0.0,0.0,0.0,870.53,,,10.14,1.66,3.13
2003-04-30,0.0,0.0,0.0,872.71,,,10.17,1.67,3.12
2003-05-02,0.0,0.0,0.0,878.36,,,9.92,1.65,3.24
2003-05-05,0.0,0.0,0.0,886.84,,,10.01,1.67,3.21
2003-05-06,0.0,0.0,0.0,892.99,,,10.08,1.68,3.19
2003-05-07,0.0,0.0,0.0,890.79,,,10.06,1.67,3.19
2003-05-08,0.0,0.0,0.0,883.17,,,9.97,1.66,3.22
